# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 07:34:06 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
#
pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim
Kepler-95 b,Kepler-95,Transit,2014,Kepler,0.95 m Kepler Telescope,0.27924038,0.01784284,-0.01516641,0,,,,
Kepler-95 b,Kepler-95,Transit,2014,Kepler,0.95 m Kepler Telescope,0.28057811,0.01284682,-0.01177625,0,,,,
Kepler-95 b,Kepler-95,Transit,2014,Kepler,0.95 m Kepler Telescope,0.27924038,0.00802928,-0.00713713,0,,,,
Kepler-95 b,Kepler-95,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-95 b,Kepler-95,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,0.62360710,0.13203698,-0.04639137,0,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,0.80114194,0.13917388,-0.07404764,0,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,0.62182282,0.21232974,-0.04639137,0,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,0.62182282,0.21232974,-0.04639137,0,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,0.71371342,0.14274268,-0.14274268,0,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,1.20153448,0.14898742,-0.13114462,0,,,,
Kepler-950 b,Kepler-950,Transit,2016,Kepler,0.95 m Kepler Telescope,0.62182282,0.21232974,-0.04639137,0,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,0.55402005,1.06343300,-0.04728351,0,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,0.49870640,0.02141137,-0.02319565,0,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,0.55402005,1.06343300,-0.04728351,0,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,0.68694917,0.20519261,-0.20519261,0,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,0.55402005,1.06343300,-0.04728351,0,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,0.51387367,0.01962712,-0.03122496,0,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,0.45543759,0.02221429,-0.01909180,0,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-951 b,Kepler-951,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,0.70568415,0.33633745,-0.06423421,0,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,0.68694917,0.22571187,-0.07493991,0,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,0.70568415,0.33633745,-0.06423421,0,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,0.59773499,0.24087828,-0.24087828,0,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,0.73744313,0.07208493,-0.06414488,0,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,0.70568415,0.33633745,-0.06423421,0,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,0.68248729,0.14720314,-0.06691052,0,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-952 b,Kepler-952,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.38094454,0.05620493,-0.01962712,0,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.41125546,0.07958842,-0.07958842,0,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.38094454,0.05620493,-0.01962712,0,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.40592451,0.06512635,-0.04014638,0,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.38094454,0.05620493,-0.01962712,0,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.37559104,0.03300919,-0.02944063,0,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.41127736,0.02408783,-0.02408783,0,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-953 b,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-953 c,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.10348845,0.01516641,-0.00535285,0,,,,
Kepler-953 c,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-953 c,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.10616469,0.00981354,-0.00802926,0,,,,
Kepler-953 c,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-953 c,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-953 c,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.11776272,0.01873498,-0.01159784,0,,,,
Kepler-953 c,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.10348845,0.01516641,-0.00535285,0,,,,
Kepler-953 c,Kepler-953,Transit,2016,Kepler,0.95 m Kepler Telescope,0.10348845,0.01516641,-0.00535285,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,0.19573557,0.02694264,-0.00999197,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,0.20786903,0.51655009,-0.02051926,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,0.20786903,0.51655009,-0.02051926,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,0.19609276,0.00660185,-0.00660185,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,0.20073190,0.01248998,-0.00892142,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,0.20786903,0.51655009,-0.02051926,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,0.19627119,0.17842836,-0.17842836,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,0.20697654,0.00446070,-0.00981354,0,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-954 b,Kepler-954,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,0.30332821,0.21411403,-0.21411403,0,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28459323,0.11151772,-0.03122496,0,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28459323,0.11151772,-0.03122496,0,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28459323,0.11151772,-0.03122496,0,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,0.27923990,0.02408779,-0.01516638,0,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,0.23427603,0.02212508,-0.01891337,0,,,,
Kepler-955 b,Kepler-955,Transit,2016,Kepler,0.95 m Kepler Telescope,0.27745609,0.04460709,-0.03300925,0,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,0.23998614,0.10973344,-0.02141140,0,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,0.23998614,0.10973344,-0.02141140,0,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,0.26764207,0.06958694,-0.03390133,0,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,0.23998614,0.10973344,-0.02141140,0,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,0.23097551,0.00838613,-0.00838613,0,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,0.25336827,0.03836210,-0.01784284,0,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,0.21589831,0.08207704,-0.08207704,0,,,,
Kepler-956 b,Kepler-956,Transit,2016,Kepler,0.95 m Kepler Telescope,0.24899634,0.01070568,-0.03042198,0,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,0.44963946,0.05709707,-0.04282281,0,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,0.55812294,0.15309127,-0.22722812,0,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,0.44963946,0.05709707,-0.04282281,0,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,0.52636365,0.18734977,-0.18734977,0,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,0.45499231,0.04014638,-0.04549923,0,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,0.44963946,0.05709707,-0.04282281,0,,,,
Kepler-957 b,Kepler-957,Transit,2016,Kepler,0.95 m Kepler Telescope,0.49067713,0.02587207,-0.02854849,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,0.22392759,0.07940062,-0.03211710,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,0.22660401,0.02051926,-0.01338213,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,0.26764253,0.21411403,-0.21411403,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,0.17789307,0.00562049,-0.00562049,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,0.22107235,0.00972433,-0.03952181,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,0.18378089,0.00892140,-0.00713712,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,0.22392759,0.07940062,-0.03211710,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,0.22392759,0.07940062,-0.03211710,0,,,,
Kepler-958 b,Kepler-958,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28816180,0.19894762,-0.04639137,0,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,1.55054241,0.29975964,-0.55669647,0,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28816180,0.19894762,-0.04639137,0,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28816180,0.19894762,-0.04639137,0,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,0.39254238,0.21411403,-0.21411403,0,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,0.34945133,0.01668302,-0.01766438,0,,,,
Kepler-959 b,Kepler-959,Transit,2016,Kepler,0.95 m Kepler Telescope,0.39075743,0.10794897,-0.07761620,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.21170524,0.00526364,-0.00526364,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.23641757,0.02230354,-0.02230354,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.21170524,0.00526364,-0.00526364,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.24623113,0.03746995,-0.02141140,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.23800000,0.02000000,-0.02000000,0,0.02700000,0.01100000,-0.01100000,0
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20251618,0.03746995,-0.00802928,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20251618,0.03746995,-0.00802928,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.23436524,0.01017040,-0.02087608,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22411605,0.32795259,-0.32795259,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.22749576,0.01784280,-0.01159782,0,,,,
Kepler-96 b,Kepler-96,Transit,2014,Kepler,0.95 m Kepler Telescope,0.20251618,0.03746995,-0.00802928,0,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,0.48710941,0.42198306,-0.26764253,0,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,0.20430012,0.00624498,-0.02230351,0,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,0.16058552,0.54420649,-0.54420649,0,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,0.45677659,0.29173036,-0.26585825,0,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,0.19109677,0.01168706,-0.01168706,0,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,0.17985547,0.02105451,-0.01231154,0,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,0.48710941,0.42198306,-0.26764253,0,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-960 b,Kepler-960,Transit,2016,Kepler,0.95 m Kepler Telescope,0.48710941,0.42198306,-0.26764253,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,0.31224962,0.10705701,-0.10705701,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,0.21473853,0.00669106,-0.00669106,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28459323,0.10616487,-0.04460709,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28459323,0.10616487,-0.04460709,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28459323,0.10616487,-0.04460709,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,0.22232135,0.04193059,-0.01177625,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,0.22749576,0.00981354,-0.00713712,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,0.22660401,0.02587211,-0.01338213,0,,,,
Kepler-961 b,Kepler-961,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,0.17575163,0.00713712,-0.00713712,0,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,0.14185054,0.02587211,-0.00981356,0,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,0.14185054,0.02587211,-0.00981356,0,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,0.16370802,0.00615578,-0.00615578,0,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,0.16977429,0.00731555,-0.01364975,0,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,0.14185054,0.02587211,-0.00981356,0,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,0.17485979,0.01695069,-0.00981356,0,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,0.17664407,0.07047920,-0.07047920,0,,,,
Kepler-962 b,Kepler-962,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,0.31224962,0.20519261,-0.20519261,0,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,0.25782897,0.10794916,-0.03479353,0,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,0.25782897,0.10794916,-0.03479353,0,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,0.25782897,0.10794916,-0.03479353,0,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,0.23730931,0.02676421,-0.01695066,0,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,0.23418681,0.02034080,-0.01703988,0,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,0.25426041,0.06512635,-0.04103852,0,,,,
Kepler-963 b,Kepler-963,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-963 c,Kepler-963,Transit,2024,Kepler,0.95 m Kepler Telescope,0.05352851,0.01784284,-0.01784284,0,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,0.37023884,0.15077196,-0.12400771,0,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,0.37023884,0.15077196,-0.12400771,0,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,0.18663574,0.01133018,-0.01043804,0,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,0.18824192,0.01784284,-0.00892142,0,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,0.18913373,0.00802926,-0.00624498,0,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,0.37023884,0.15077196,-0.12400771,0,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,0.18244299,0.00669106,-0.00669106,0,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-964 b,Kepler-964,Transit,2016,Kepler,0.95 m Kepler Telescope,0.37469955,0.09813560,-0.09813560,0,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,0.21589831,0.08475347,-0.01605855,0,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,0.30154340,0.04906771,-0.03479347,0,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28138103,0.01409582,-0.01186547,0,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,0.21589831,0.08475347,-0.01605855,0,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,0.30600463,0.04817566,-0.04728351,0,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,0.28334423,0.00856456,-0.00856456,0,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,0.21589831,0.08475347,-0.01605855,0,,,,
Kepler-965 b,Kepler-965,Transit,2016,Kepler,0.95 m Kepler Telescope,0.23106472,0.08118490,-0.08118490,0,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,0.35061172,0.18467335,-0.06244992,0,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,0.41930664,0.14274268,-0.14274268,0,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,0.35061172,0.18467335,-0.06244992,0,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,0.49585155,0.03898653,-0.06459095,0,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,0.36845392,0.10438041,-0.05174413,0,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,0.35061172,0.18467335,-0.06244992,0,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,0.35150386,0.12489985,-0.06691063,0,,,,
Kepler-966 b,Kepler-966,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.16593837,0.01873498,-0.01338213,0,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.16593837,0.01873498,-0.01338213,0,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.21589831,0.07047920,-0.07047920,0,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.16593837,0.01873498,-0.01338213,0,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,,,,,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.19805548,0.01338213,-0.01070570,0,,,,
Kepler-967 b,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.20965296,0.00713712,-0.00892140,0,,,,
Kepler-967 c,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.25515255,0.02944068,-0.01962712,0,,,,
Kepler-967 c,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.25515255,0.02944068,-0.01962712,0,,,,
Kepler-967 c,Kepler-967,Transit,2016,Kepler,0.95 m Kepler Telescope,0.25515255,0.02944068,-0.01962712,0,,,,
